id,name,primary_attr,attack_type,roles,img,icon,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,turn_rate,cm_enabled,legs,day_vision,night_vision,localized_name,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_picks_trend,turbo_wins,turbo_wins_trend,pro_pick,pro_win,pro_ban,pub_pick,pub_pick_trend,pub_win,pub_win_trend,gold_per_min,xp_per_min,kills_per_min,last_hits_per_min,hero_damage_per_min,hero_healing_per_min,tower_damage
38,npc_dota_hero_beastmaster,all,Melee,"Initiator,Disabler,Durable,Nuker",/apps/dota2/images/dota_react/heroes/beastmaster.png?,/apps/dota2/images/dota_react/heroes/icons/beastmaster.png?,120,0.25,75,0.0,-1,25,28,32,25,22,16,2.9,1.9,1.9,150,0,1.7,100,0.3,305,,True,2,1800,800,Beastmaster,4762,2200,16341,7782,23589,11155,26625,12529,24247,11488,18836,8926,14972,7092,11494,5794,36453,"4722,4652,4865,5073,6585,6697,3859",16196,"2110,2037,2185,2261,2907,2988,1708",336,179,621,151067,"19293,19310,19545,20999,27447,28040,16433",71726,"9292,9309,9256,9965,12986,13110,7808",544,721,0.20553359683794464,5.874125874125874,660.8413461538462,0.0,3121
39,npc_dota_hero_queenofpain,int,Ranged,"Carry,Nuker,Escape",/apps/dota2/images/dota_react/heroes/queenofpain.png?,/apps/dota2/images/dota_react/heroes/icons/queenofpain.png?,120,0.25,75,0.0,0,25,26,32,20,22,25,2.4,2.5,3.4,550,1500,1.5,100,0.56,290,,True,2,1800,800,Queen of Pain,15748,7559,50475,24626,77198,38091,89692,44239,78814,39135,54507,27193,36159,17796,19724,9756,154118,"21217,20983,21248,23000,26755,26549,14366",73104,"10092,9935,9985,11081,12652,12551,6808",402,188,702,448312,"61703,61472,61737,65812,77237,75776,44575",221279,"30325,30500,30269,32584,38289,37326,21986",527,752,0.24793388429752067,5.039145907473309,807.5067645921918,0.0,1713
40,npc_dota_hero_venomancer,all,Ranged,"Support,Nuker,Initiator,Pusher,Disabler",/apps/dota2/images/dota_react/heroes/venomancer.png?,/apps/dota2/images/dota_react/heroes/icons/venomancer.png?,120,0.25,75,0.0,0,25,18,21,19,24,19,2.1,2.8,1.8,450,900,1.7,115,0.3,280,,True,0,1800,800,Venomancer,14265,6949,39781,19653,52445,26052,52543,25807,39202,19242,23776,11680,13521,6666,6384,3120,130230,"17929,17877,18020,19340,22570,22338,12156",62587,"8601,8624,8639,9228,10815,10748,5932",133,60,193,264749,"36786,36260,36004,38979,46146,45443,25131",130197,"17936,17662,17635,19176,22818,22564,12406",417,589,0.1147227533460803,3.0277185501066097,620.6236080178173,4.724409448818897,1035
41,npc_dota_hero_faceless_void,agi,Melee,"Carry,Initiator,Disabler,Escape,Durable",/apps/dota2/images/dota_react/heroes/faceless_void.png?,/apps/dota2/images/dota_react/heroes/icons/faceless_void.png?,120,1.0,75,0.0,0,25,37,43,20,21,15,2.6,3.3,1.5,150,900,1.7,100,0.5,300,0.9,True,2,1800,800,Faceless Void,11643,5447,33128,15491,43391,20681,42694,20450,31978,15535,19307,9196,10750,5191,4803,2267,111121,"14979,14829,15467,16812,19461,19252,10321",56138,"7620,7455,7785,8493,9928,9653,5204",98,38,96,221720,"30533,30281,30987,32603,37736,38254,21326",105817,"14586,14357,14953,15638,18009,18089,10185",533,744,0.17728168089297439,6.072443181818182,486.0049220672683,0.0,2166
42,npc_dota_hero_skeleton_king,str,Melee,"Carry,Support,Durable,Disabler,Initiator",/apps/dota2/images/dota_react/heroes/skeleton_king.png?,/apps/dota2/images/dota_react/heroes/icons/skeleton_king.png?,120,0.5,75,0.0,1,25,38,40,22,16,18,2.8,1.7,1.6,150,0,1.7,100,0.56,315,,True,2,1800,800,Wraith King,25657,15155,79409,46498,109515,64250,115893,67106,96527,54947,64940,36670,42392,23430,23565,12839,184636,"23499,25544,24742,27742,32819,32507,17783",107264,"13559,14724,14500,16022,19176,18890,10393",505,281,329,592962,"75687,77990,80837,88427,104574,104558,60889",341034,"43332,44715,46369,50743,60271,60392,35212",579,779,0.19791094007696539,6.469055374592834,739.6108949416342,0.0,5453
43,npc_dota_hero_death_prophet,all,Ranged,"Carry,Pusher,Nuker,Disabler",/apps/dota2/images/dota_react/heroes/death_prophet.png?,/apps/dota2/images/dota_react/heroes/icons/death_prophet.png?,120,0.25,75,0.5,1,25,22,32,21,17,24,2.9,2.0,3.0,600,1000,1.7,100,0.5,290,0.8,True,2,1800,800,Death Prophet,8530,4118,17185,8419,19505,9535,18940,9320,15145,7485,10334,5168,7287,3633,3380,1634,42195,"5805,5579,6068,6325,7356,7254,3808",20834,"2835,2732,2948,3168,3635,3636,1880",126,65,169,113938,"15896,15734,15691,17036,19659,19343,10579",56021,"7757,7750,7747,8360,9677,9472,5258",511,698,0.21712907117008443,4.914675767918089,741.1116481391978,0.0,4054
44,npc_dota_hero_phantom_assassin,agi,Melee,"Carry,Escape",/apps/dota2/images/dota_react/heroes/phantom_assassin.png?,/apps/dota2/images/dota_react/heroes/icons/phantom_assassin.png?,120,1.0,75,0.0,1,25,35,37,19,21,15,2.0,3.4,1.7,150,900,1.7,110,0.3,310,0.8,True,2,1800,800,Phantom Assassin,36600,17385,95604,44420,116545,53287,112664,50794,86287,38294,52856,23060,32233,14029,16215,6987,299361,"41400,40744,41775,45426,51474,51553,26989",149580,"20639,20407,20911,22782,25629,25732,13480",444,207,676,604332,"84223,83174,84023,89179,103405,103489,56839",274513,"38608,37719,38134,40502,47010,46655,25885",586,808,0.23815082885827693,6.961753330468414,648.3325761017719,0.0,2131
45,npc_dota_hero_pugna,int,Ranged,"Nuker,Pusher",/apps/dota2/images/dota_react/heroes/pugna.png?,/apps/dota2/images/dota_react/heroes/icons/pugna.png?,120,0.25,75,0.5,0,25,21,28,19,21,26,2.0,1.3,5.2,630,900,1.7,100,0.5,330,,True,2,1800,800,Pugna,8021,3624,20012,9368,23739,11487,22973,11275,18190,8904,11472,5799,7205,3686,3872,2034,59147,"8225,8004,8242,8952,10380,10064,5280",27726,"3868,3751,3844,4230,4834,4693,2506",148,88,66,127980,"17813,17726,17478,18960,22182,21852,11969",62122,"8556,8671,8466,9128,10825,10673,5803",394,563,0.13086150490730644,2.376237623762376,648.351409978308,73.82409177820267,3713
46,npc_dota_hero_templar_assassin,agi,Ranged,"Carry,Escape",/apps/dota2/images/dota_react/heroes/templar_assassin.png?,/apps/dota2/images/dota_react/heroes/icons/templar_assassin.png?,120,1.0,75,0.0,0,25,30,36,23,23,20,2.4,3.4,2.0,250,1000,1.6,100,0.3,310,0.7,True,2,1800,800,Templar Assassin,16075,7769,43813,21286,58635,29131,62830,31795,55825,28579,41359,21393,29581,15442,19496,10444,93573,"11664,11903,13575,14785,16058,16096,9492",44662,"5599,5678,6463,7156,7504,7684,4578",458,259,812,349843,"43567,43651,47201,52354,61150,63101,38819",176748,"22144,22064,23808,26430,30897,31887,19518",630,829,0.26696329254727474,7.594646271510516,789.7259878857802,0.0,7475
47,npc_dota_hero_viper,agi,Ranged,"Carry,Durable,Initiator,Disabler",/apps/dota2/images/dota_react/heroes/viper.png?,/apps/dota2/images/dota_react/heroes/icons/viper.png?,120,0.25,75,0.0,-2,25,27,29,21,21,17,2.4,2.7,2.0,575,1200,1.7,120,0.33,275,,True,0,1800,800,Viper,21219,10115,42527,20441,44766,21447,38481,18513,26452,12731,15030,7222,7973,3845,3644,1753,133905,"18699,18602,18465,20501,23175,22949,11514",64230,"9003,8869,8880,9776,11154,11049,5499",208,95,301,232404,"32152,31832,32153,34498,40257,39907,21605",111590,"15519,15238,15495,16581,19244,19122,10391",486,674,0.22775200337410376,4.21179302045728,719.9084202493004,0.0,2583
48,npc_dota_hero_luna,agi,Ranged,"Carry,Nuker,Pusher",/apps/dota2/images/dota_react/heroes/luna.png?,/apps/dota2/images/dota_react/heroes/icons/luna.png?,120,0.5,75,0.0,2,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,,True,2,1800,800,Luna,9918,4884,22006,10727,25274,12152,23240,11108,17057,8076,10089,4709,5599,2654,3100,1495,66978,"9105,9121,9228,9908,11541,11920,6155",33281,"4582,4476,4554,4923,5776,5892,3078",110,58,32,133699,"17780,18243,18197,19437,22522,24272,13248",64508,"8606,8812,8875,9351,10816,11685,6363",596,772,0.1804757998359311,7.966573816155989,643.8039867109634,0.0,5067
49,npc_dota_hero_dragon_knight,str,Melee,"Carry,Pusher,Durable,Disabler,Initiator,Nuker",/apps/dota2/images/dota_react/heroes/dragon_knight.png?,/apps/dota2/images/dota_react/heroes/icons/dragon_knight.png?,120,0.25,75,0.0,0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,,True,2,1800,800,Dragon Knight,14208,7275,40915,20467,51966,26224,51917,25925,40543,20143,25924,12906,16503,8109,9007,4420,69279,"9458,9305,9660,10474,12069,11936,6377",34868,"4694,4789,4892,5306,6021,6004,3162",440,217,433,274453,"38268,37801,37500,39930,47455,46519,26980",137255,"19060,18828,18842,19989,23712,23301,13523",546,734,0.18292682926829268,6.038961038961039,615.2222222222222,0.0,5241
50,npc_dota_hero_dazzle,all,Ranged,"Support,Nuker,Disabler",/apps/dota2/images/dota_react/heroes/dazzle.png?,/apps/dota2/images/dota_react/heroes/icons/dazzle.png?,120,0.25,75,0.3,0,25,19,25,18,20,25,2.3,1.7,3.7,575,1200,1.7,100,0.3,305,0.7,True,2,1800,800,Dazzle,9910,4811,28889,14149,35283,17410,32598,15855,23834,11773,14357,7171,8206,4072,3873,1948,57302,"8156,7895,8283,8688,9839,9685,4756",28153,"4046,3883,4028,4296,4802,4726,2372",122,56,279,172185,"25654,24780,24442,25384,29032,28365,14528",84713,"12726,12166,12013,12464,14330,13917,7097",350,553,0.10070493454179255,1.7555110220440882,324.8322147651007,194.6529562982005,472
51,npc_dota_hero_rattletrap,str,Melee,"Initiator,Disabler,Durable,Nuker",/apps/dota2/images/dota_react/heroes/rattletrap.png?,/apps/dota2/images/dota_react/heroes/icons/rattletrap.png?,120,0.5,75,0.0,1,25,24,26,26,13,18,3.2,2.3,1.7,150,900,1.7,100,0.33,310,,True,2,1800,800,Clockwerk,5323,2768,18921,9879,29148,15081,35563,18537,33058,17343,24795,12966,17871,9463,9937,5197,68995,"9371,9425,9471,10583,12124,11846,6175",36951,"5022,5013,5068,5752,6487,6324,3285",371,204,189,187225,"25411,25666,25848,27910,32349,32214,17827",97823,"13240,13388,13480,14587,16993,16881,9254",366,541,0.12962073931829093,1.5462494247583987,545.9052924791087,0.0,280
52,npc_dota_hero_leshrac,int,Ranged,"Carry,Support,Nuker,Pusher,Disabler",/apps/dota2/images/dota_react/heroes/leshrac.png?,/apps/dota2/images/dota_react/heroes/icons/leshrac.png?,120,0.25,75,0.0,1,25,27,31,20,17,22,2.8,2.5,3.5,575,900,1.7,100,0.4,325,,True,4,1800,800,Leshrac,4372,2201,12753,6255,18864,9298,21664,10846,20338,10324,15932,8001,12423,6390,7906,4106,48297,"6542,6497,6545,7246,8542,8340,4585",25210,"3422,3408,3426,3764,4457,4355,2378",233,114,259,122789,"17274,17212,17085,18111,20946,20286,11875",61548,"8720,8665,8618,9096,10449,10056,5944",496,676,0.22304832713754646,4.842233009708738,746.5454545454546,0.0,1014
53,npc_dota_hero_furion,all,Ranged,"Carry,Pusher,Escape,Nuker",/apps/dota2/images/dota_react/heroes/furion.png?,/apps/dota2/images/dota_react/heroes/icons/furion.png?,120,0.25,75,0.0,0,25,16,26,19,14,22,2.6,3.2,3.5,620,1125,1.5,100,0.4,295,0.9,True,2,1800,800,Nature's Prophet,25093,12304,69574,32598,85323,39423,86074,40351,70643,33292,47713,23154,31303,15242,19345,9431,177174,"24747,24592,24949,26864,30306,29854,15862",82530,"11559,11477,11535,12553,14119,13887,7400",377,207,1092,471671,"66897,65590,65973,68644,80424,78801,45342",223999,"31664,31187,31328,32805,38225,37072,21718",603,703,0.19179541822056473,7.260834014717907,719.0859077443927,0.0,5250
54,npc_dota_hero_life_stealer,str,Melee,"Carry,Durable,Escape,Disabler",/apps/dota2/images/dota_react/heroes/life_stealer.png?,/apps/dota2/images/dota_react/heroes/icons/life_stealer.png?,120,0.25,75,0.0,1,25,16,22,25,19,15,2.4,1.9,1.8,150,900,1.7,100,0.39,315,0.9,True,2,1800,800,Lifestealer,14440,7510,46201,24364,64163,33963,68985,36742,58408,31417,38263,20302,24496,12879,11214,5814,101798,"13827,13655,14171,15523,18123,17382,9117",52079,"7148,7038,7172,8014,9258,8782,4667",364,165,755,351127,"48285,47906,48670,52091,61588,59825,32762",185587,"25593,25352,25795,27559,32629,31515,17144",582,803,0.18494055482166447,6.84437475499804,613.1052631578947,39.429260450160776,5550
55,npc_dota_hero_dark_seer,int,Melee,"Initiator,Escape,Disabler",/apps/dota2/images/dota_react/heroes/dark_seer.png?,/apps/dota2/images/dota_react/heroes/icons/dark_seer.png?,120,1.0,75,0.0,2,25,33,39,20,19,21,2.6,1.8,2.7,150,900,1.7,100,0.59,295,,True,2,1800,800,Dark Seer,4043,2056,12128,6260,17667,9244,19941,10230,18944,9904,14467,7425,10926,5675,7119,3650,53467,"7349,7194,7344,8105,9241,9366,4868",29612,"4058,3955,4076,4567,5142,5150,2664",262,133,305,112652,"15670,15796,15950,17088,19193,18601,10354",58364,"8046,8142,8381,8907,9848,9584,5456",474,633,0.11444921316165951,4.9504950495049505,553.8042381432896,9.418837675350701,621
56,npc_dota_hero_clinkz,agi,Ranged,"Carry,Escape,Pusher",/apps/dota2/images/dota_react/heroes/clinkz.png?,/apps/dota2/images/dota_react/heroes/icons/clinkz.png?,120,0.25,75,0.0,0,25,19,25,17,25,21,2.0,2.7,2.2,600,900,1.7,100,0.4,290,,True,2,1800,800,Clinkz,15183,7873,29252,14976,27616,14156,24270,12418,18833,9582,12460,6310,8280,4188,4707,2387,106205,"14602,14400,14541,16147,18038,18171,10306",56159,"7762,7620,7762,8483,9585,9567,5380",116,59,89,162400,"21806,21311,21381,24931,28757,28570,15644",83284,"11111,10941,10951,12912,14788,14585,7996",519,721,0.2527543745949449,4.356984478935699,735.7885141294439,0.0,4987
57,npc_dota_hero_omniknight,str,Melee,"Support,Durable,Nuker",/apps/dota2/images/dota_react/heroes/omniknight.png?,/apps/dota2/images/dota_react/heroes/icons/omniknight.png?,120,0.25,75,0.0,2,25,31,41,22,15,16,3.1,2.0,2.1,150,900,1.7,100,0.433,310,,True,2,1800,800,Omniknight,3695,1767,9013,4230,10127,4921,9183,4461,6474,3165,4069,1967,2224,1099,1300,660,30620,"3867,4193,4500,4846,5280,5279,2655",14793,"1918,1997,2174,2340,2579,2496,1289",35,15,8,54866,"6861,7436,8075,8232,9683,9605,4974",26624,"3339,3652,3937,3926,4752,4591,2427",329,534,0.07766990291262137,1.6432865731462927,253.71737173717372,111.84584178498986,354
58,npc_dota_hero_enchantress,int,Ranged,"Support,Pusher,Durable,Disabler",/apps/dota2/images/dota_react/heroes/enchantress.png?,/apps/dota2/images/dota_react/heroes/icons/enchantress.png?,120,0.25,75,0.5,1,25,21,31,17,19,22,2.0,2.1,3.8,575,900,1.7,100,0.3,320,,True,4,1800,800,Enchantress,7774,3827,14497,7051,13079,6299,10259,4895,7004,3239,4195,1939,2234,987,1092,497,50674,"6979,6866,7123,7573,8719,8674,4740",25808,"3631,3528,3633,3932,4392,4334,2358",39,20,53,71149,"9859,9858,9861,10485,12121,11926,7039",34358,"4769,4777,4760,5025,5782,5850,3395",378,623,0.14807502467917077,2.0477815699658706,480.5689993459778,52.13046495489243,1739
59,npc_dota_hero_huskar,str,Ranged,"Carry,Durable,Initiator",/apps/dota2/images/dota_react/heroes/huskar.png?,/apps/dota2/images/dota_react/heroes/icons/huskar.png?,120,0.25,0,0.0,1,25,21,26,23,10,18,3.3,1.5,1.5,400,1400,1.6,100,0.3,295,,True,2,1800,800,Huskar,15599,7387,33311,15616,36402,17735,35932,17797,29563,14935,21526,11028,15265,8003,10389,5461,104300,"15989,14030,14293,15678,17900,17067,9343",51401,"7932,6904,7024,7754,8854,8442,4491",258,126,724,224340,"31849,31192,31386,33589,38036,37169,21119",110662,"15777,15577,15464,16435,18737,18215,10457",484,659,0.24640657084188913,4.279797514956282,703.3052631578947,0.0,2986
60,npc_dota_hero_night_stalker,str,Melee,"Carry,Initiator,Durable,Disabler,Nuker",/apps/dota2/images/dota_react/heroes/night_stalker.png?,/apps/dota2/images/dota_react/heroes/icons/night_stalker.png?,120,1.5,75,0.25,2,25,40,44,23,18,15,3.0,2.2,1.6,150,900,1.7,100,0.55,295,,True,2,800,1800,Night Stalker,7403,3545,24296,11977,36930,18411,44029,22396,40007,20438,28670,14573,20110,10164,11656,5885,42405,"5955,5708,5774,6393,7555,7205,3815",20484,"2858,2769,2765,3146,3653,3443,1850",373,180,1125,228671,"32786,32194,32119,33575,39202,37752,21043",115120,"16446,16118,16478,16909,19767,18952,10450",471,665,0.19204389574759945,4.231553200163066,474.65008880994674,0.0,2086
61,npc_dota_hero_broodmother,agi,Melee,"Carry,Pusher,Escape,Nuker",/apps/dota2/images/dota_react/heroes/broodmother.png?,/apps/dota2/images/dota_react/heroes/icons/broodmother.png?,120,0.25,75,0.0,-1,25,29,35,18,18,18,2.9,3.4,2.0,175,900,1.7,125,0.4,285,,True,8,1800,800,Broodmother,4680,2225,10095,4908,10325,5129,8512,4258,6113,3057,3667,1846,2564,1315,1853,913,31788,"4287,4105,4366,4930,6573,4983,2544",14400,"2020,1843,1989,2205,2983,2232,1128",47,24,133,55737,"8005,7928,7813,8438,9670,9124,4759",27344,"3924,3953,3823,4117,4678,4474,2375",559,746,0.2068074105988798,6.144,520.0201816347123,0.0,6412
62,npc_dota_hero_bounty_hunter,agi,Melee,"Escape,Nuker",/apps/dota2/images/dota_react/heroes/bounty_hunter.png?,/apps/dota2/images/dota_react/heroes/icons/bounty_hunter.png?,120,0.75,75,0.5,5,25,33,41,19,21,20,2.5,2.6,1.9,150,900,1.5,100,0.59,325,,True,2,1800,1000,Bounty Hunter,11527,5492,29457,14125,35907,17498,35694,17559,28696,14248,18735,9517,12296,6221,7615,3967,94490,"12968,12892,12686,14050,16269,16520,9105",43871,"5959,5972,5896,6439,7584,7746,4275",127,71,99,198759,"27862,27382,27391,29083,33893,33484,19664",97674,"13630,13317,13486,14273,16730,16448,9790",459,573,0.10968921389396709,1.4958448753462605,388.63594184967525,0.0,300
63,npc_dota_hero_weaver,agi,Ranged,"Carry,Escape",/apps/dota2/images/dota_react/heroes/weaver.png?,/apps/dota2/images/dota_react/heroes/icons/weaver.png?,120,1.25,75,0.5,1,25,37,43,16,17,20,2.0,3.3,2.0,425,900,1.8,120,0.55,275,,True,4,1800,800,Weaver,19561,9749,51704,25855,67463,33484,71721,35641,61047,30437,41161,20248,27892,13478,17316,8359,140967,"19130,19263,19776,21287,24168,24465,12878",72096,"9666,9830,10158,10832,12475,12518,6617",424,222,644,388194,"53535,53653,54328,57432,67016,65770,36460",192628,"26609,26761,27044,28360,33126,32687,18041",449,740,0.18619084561675717,3.524185587364265,573.5174287007695,0.0,2143
64,npc_dota_hero_jakiro,int,Ranged,"Support,Nuker,Pusher,Disabler",/apps/dota2/images/dota_react/heroes/jakiro.png?,/apps/dota2/images/dota_react/heroes/icons/jakiro.png?,120,0.25,75,0.0,1,25,27,35,25,15,26,2.5,1.2,3.0,400,1100,1.7,100,0.4,290,0.8,True,2,1800,800,Jakiro,18201,9466,66052,34334,101046,51509,113375,57341,95977,48137,64592,32220,41298,20439,21822,10717,178874,"24262,23681,24261,26838,31313,31441,17078",91146,"12352,11993,12342,13668,16096,16107,8588",983,484,763,551104,"74386,74594,75657,81768,96067,94986,53646",278900,"37592,37774,38476,41302,48591,47974,27191",376,560,0.1125703564727955,2.096069868995633,477.03382480485686,0.0,1650
65,npc_dota_hero_batrider,all,Ranged,"Initiator,Disabler,Escape",/apps/dota2/images/dota_react/heroes/batrider.png?,/apps/dota2/images/dota_react/heroes/icons/batrider.png?,120,1.75,75,0.0,2,25,12,16,23,15,22,2.9,1.8,2.9,400,900,1.7,100,0.3,330,0.9,True,2,1600,800,Batrider,1747,795,4587,2057,5816,2537,5712,2514,4709,2152,3134,1468,2200,974,1270,630,20161,"2887,2833,2883,3133,3449,3214,1762",8515,"1249,1196,1236,1355,1412,1330,737",49,24,40,33655,"4878,4854,4807,4920,5687,5486,3023",15271,"2225,2183,2217,2267,2548,2465,1366",391,598,0.14925373134328357,2.592780884595831,504.9744897959183,0.0,476
66,npc_dota_hero_chen,int,Ranged,"Support,Pusher",/apps/dota2/images/dota_react/heroes/chen.png?,/apps/dota2/images/dota_react/heroes/icons/chen.png?,120,0.25,75,0.5,-1,25,27,37,23,15,19,2.0,2.1,3.2,650,1100,1.7,100,0.5,305,,True,2,1800,800,Chen,974,418,2229,963,2517,1047,2525,1114,2009,841,1285,553,882,387,683,343,14057,"1942,1867,2022,2191,2452,2283,1300",5640,"799,739,816,858,970,920,538",43,18,48,16314,"2245,2336,2346,2389,2787,2653,1558",7292,"993,1033,1018,1066,1236,1213,733",320,443,0.0351493848857645,1.748502994011976,164.97536945812809,179.49685534591194,1624
67,npc_dota_hero_spectre,all,Melee,"Carry,Durable,Escape",/apps/dota2/images/dota_react/heroes/spectre.png?,/apps/dota2/images/dota_react/heroes/icons/spectre.png?,120,1.0,75,0.0,0,25,21,25,21,25,16,2.5,2.1,1.7,150,900,1.7,90,0.3,290,,True,0,1800,800,Spectre,14963,7948,45674,24094,56498,29017,53598,27343,39705,19892,23314,11640,13121,6636,5495,2802,109859,"14507,14680,15030,16641,19462,19036,10503",60180,"7938,8034,8237,9130,10671,10358,5812",119,52,223,274237,"36950,37413,37192,40626,48175,47195,26686",140788,"18931,19143,19102,20966,24725,24211,13710",564,829,0.26327336551118913,5.572519083969466,738.8670284938942,0.0,2006
68,npc_dota_hero_ancient_apparition,int,Ranged,"Support,Disabler,Nuker",/apps/dota2/images/dota_react/heroes/ancient_apparition.png?,/apps/dota2/images/dota_react/heroes/icons/ancient_apparition.png?,120,0.25,75,0.0,-1,25,21,31,20,20,23,1.9,2.2,3.1,675,1250,1.7,100,0.45,285,,True,0,1800,800,Ancient Apparition,15777,8273,50600,26994,75225,40315,87417,46867,78919,42171,57346,30432,40669,21536,24639,12779,156509,"21081,20990,21271,23674,27517,27213,14763",83340,"11154,11267,11398,12605,14613,14529,7774",541,298,1196,454107,"60373,60392,61378,66974,79662,79698,45630",241700,"32077,31909,32521,35827,42394,42493,24479",373,561,0.12925463162429987,1.596351197263398,439.51433121019113,0.0,322
69,npc_dota_hero_doom_bringer,str,Melee,"Carry,Disabler,Initiator,Durable,Nuker",/apps/dota2/images/dota_react/heroes/doom_bringer.png?,/apps/dota2/images/dota_react/heroes/icons/doom_bringer.png?,120,1.25,75,0.0,2,25,32,42,24,15,15,3.8,1.5,1.7,200,900,1.9,100,0.5,290,,True,2,1800,800,Doom,4661,2107,14907,6536,21395,9687,23733,10723,21230,9848,15154,7029,10107,4707,5834,2775,35185,"4983,4642,4958,5230,5943,6233,3196",16359,"2346,2177,2245,2463,2793,2895,1440",178,85,246,127427,"17348,17039,17557,18869,22122,21718,12774",58344,"7850,7750,8077,8606,10265,9916,5880",541,656,0.14713896457765668,4.302600472813239,473.9274924471299,0.0,710
70,npc_dota_hero_ursa,agi,Melee,"Carry,Durable,Disabler",/apps/dota2/images/dota_react/heroes/ursa.png?,/apps/dota2/images/dota_react/heroes/icons/ursa.png?,120,1.0,75,0.0,1,25,24,28,25,18,16,2.4,2.8,1.5,150,900,1.7,100,0.3,310,,True,2,1800,800,Ursa,14269,6579,39160,18678,52729,25677,58045,28709,50813,25467,35928,18183,25428,13108,13567,6907,104120,"14291,14260,14916,15968,17942,17620,9123",52347,"7182,7159,7600,8116,8953,8750,4587",385,183,818,316276,"43892,43861,45231,47812,54205,53168,28107",156167,"21743,21609,22285,23620,26658,26307,13945",590,806,0.2755453501722159,6.594827586206897,720.2972972972973,0.0,2688
71,npc_dota_hero_spirit_breaker,str,Melee,"Carry,Initiator,Disabler,Durable,Escape",/apps/dota2/images/dota_react/heroes/spirit_breaker.png?,/apps/dota2/images/dota_react/heroes/icons/spirit_breaker.png?,120,1.25,75,0.5,1,25,31,41,28,17,14,3.3,1.7,1.8,170,900,1.9,100,0.6,295,,True,2,1800,800,Spirit Breaker,20150,10040,52734,26376,65557,32647,64083,32088,49176,24590,30255,15169,17769,9063,9204,4679,161610,"22198,21899,22777,24766,27972,27630,14368",76890,"10668,10340,10841,11911,13255,13078,6797",271,141,145,341197,"47383,46749,47464,50132,58881,58670,31918",170955,"23938,23423,23740,25256,29331,29358,15909",394,654,0.14423076923076925,2.2520107238605895,459.4476082004556,0.0,405
72,npc_dota_hero_gyrocopter,agi,Ranged,"Carry,Nuker,Disabler",/apps/dota2/images/dota_react/heroes/gyrocopter.png?,/apps/dota2/images/dota_react/heroes/icons/gyrocopter.png?,120,0.25,75,0.0,2,25,18,24,22,25,21,2.5,3.2,2.4,365,3000,1.7,125,0.2,320,,True,2,1800,800,Gyrocopter,5983,2823,18120,8527,28011,13561,32492,15828,27963,13633,18814,9301,11647,5747,6230,2935,62377,"8483,8321,8762,9406,10736,10877,5792",31147,"4294,4128,4398,4718,5365,5382,2862",260,133,162,162768,"21652,21682,22717,24317,28233,28153,16014",78982,"10523,10566,10975,11795,13692,13701,7730",512,702,0.18633540372670807,5.920815836832634,759.6248766041462,0.0,1524
73,npc_dota_hero_alchemist,str,Melee,"Carry,Support,Durable,Disabler,Initiator,Nuker",/apps/dota2/images/dota_react/heroes/alchemist.png?,/apps/dota2/images/dota_react/heroes/icons/alchemist.png?,120,0.25,75,0.0,0,25,27,33,23,22,25,2.7,1.5,1.8,150,900,1.7,110,0.35,295,,True,2,1800,800,Alchemist,7486,3685,21401,10679,28230,14139,29739,14873,25311,12847,16896,8521,10181,5219,5426,2714,53622,"7012,6918,7233,8104,9663,9648,5044",27498,"3524,3563,3695,4241,4947,4961,2567",56,31,27,161537,"22165,21945,22403,23754,27853,27838,15579",81153,"11238,10874,11212,12042,13970,14066,7751",657,717,0.10416666666666666,6.521739130434782,437.2355430183357,0.0,1659
74,npc_dota_hero_invoker,int,Ranged,"Carry,Nuker,Disabler,Escape,Pusher",/apps/dota2/images/dota_react/heroes/invoker.png?,/apps/dota2/images/dota_react/heroes/icons/invoker.png?,120,0.25,75,0.0,-1,25,15,21,19,14,20,2.5,2.0,4.7,600,900,1.7,100,0.4,285,,True,2,1800,800,Invoker,26993,13574,85284,43074,116594,58704,124013,62490,102377,52138,67116,34415,42481,21825,21646,11191,385003,"54184,53395,54817,58897,65607,64351,33752",198367,"27863,27545,28202,30436,33698,33250,17373",416,197,600,625695,"88097,86991,88575,93323,106500,105616,56593",317120,"44831,44027,44683,47364,53966,53491,28758",512,701,0.21782977006857604,4.009661835748792,705.9464916708732,0.0,2340
